"areasymbol"|"lkey"|"areaname"|"mlraoffice"|"areaacres"|"mbrminx"|"mbrminy"|"mbrmaxx"|"mbrmaxy"
"VA097"|10862|"King and Queen County, Virginia"|"Raleigh, NC"|208700|-77.1870186782156|37.431264972902|-76.6452687283796|37.9720995270708
"VA101"|16034|"King William County, Virginia"|"Raleigh, NC"|182800|-77.345680111888|37.5174906371253|-76.7767763151256|37.9102474319608
"VA105"|14524|"Lee County, Virginia"|"Morgantown, WV"|260600|-83.6754317501319|36.5935613527904|-82.7760755270465|36.8931866157534
"VA107"|15875|"Loudoun County, Virginia"|"Raleigh, NC"|334000|-77.962206603598|38.8462433964244|-77.3282585917609|39.3246957932395
"VA109"|10864|"Louisa County, Virginia"|"Raleigh, NC"|326900|-78.3066098524432|37.7292953177513|-77.6876045671529|38.152520509683
"VA111"|10865|"Lunenburg County, Virginia"|"Raleigh, NC"|276600|-78.4930932910706|36.7760344477375|-78.0036131075717|37.120016944269
"VA113"|14527|"Madison County, Virginia"|"Raleigh, NC"|206000|-78.4529254420209|38.2299718258302|-78.0826523770833|38.6275562712764
"VA115"|10866|"Mathews County, Virginia"|"Raleigh, NC"|66200|-76.45156857371|37.2764870682822|-76.2163825041188|37.5359380539715
"VA117"|10867|"Mecklenburg County, Virginia"|"Raleigh, NC"|434700|-78.7402064529644|36.5410079832134|-78.0270936631336|36.8911918667809
"VA119"|10869|"Middlesex County, Virginia"|"Raleigh, NC"|90900|-76.7510136968807|37.5103306588499|-76.2737464373264|37.778378956433
"VA121"|14528|"Montgomery County, Virginia"|"Morgantown, WV"|233300|-80.6157476103389|36.9814301035081|-80.1775982931201|37.3689230825658
"VA125"|10870|"Nelson County, Virginia"|"Raleigh, NC"|303700|-79.1718207150785|37.5357203722434|-78.6407427926812|38.0476653605954
"VA127"|10871|"New Kent County, Virginia"|"Raleigh, NC"|143300|-77.2348969457335|37.3777860627434|-76.7419620632911|37.6267143973314
"VA131"|10872|"Northampton County, Virginia"|"Raleigh, NC"|227300|-76.0282021649999|37.0841914160001|-75.6579710269999|37.556843713
"VA133"|10873|"Northumberland and Lancaster Counties, Virginia"|"Raleigh, NC"|234600|-76.6681057506929|37.5850861957305|-76.229148342326|38.0352635755468
"VA135"|10874|"Nottoway County, Virginia"|"Raleigh, NC"|202600|-78.2391181920876|36.9825890776227|-77.7939823118476|37.2965024897132
"VA137"|10875|"Orange County, Virginia"|"Raleigh, NC"|219900|-78.3698468197791|38.1172938811738|-77.7025305827452|38.3929105505383
"VA139"|14529|"Page County, Virginia"|"Morgantown, WV"|200400|-78.6914572296361|38.4216348117159|-78.2849388137598|38.8228494674575
"VA141"|10876|"Patrick County, Virginia"|"Raleigh, NC"|311100|-80.6256961425945|36.5425156654535|-80.0415431727814|36.8722267935098
"VA143"|10877|"Pittsylvania County and the City of Danville, Virginia"|"Raleigh, NC"|654200|-79.7148379121329|36.5409264760639|-79.0922441957519|37.1375359253574
"VA145"|10878|"Powhatan County, Virginia"|"Raleigh, NC"|169200|-78.131890159892|37.4149845083874|-77.6534234642287|37.692670913021
"VA147"|10879|"Prince Edward County, Virginia"|"Raleigh, NC"|226300|-78.6924056512609|37.0780425340853|-78.2312370303073|37.3980304856102
"VA149"|10880|"Prince George County, Virginia"|"Raleigh, NC"|187200|-77.3992912538266|36.9929687444201|-76.972649714162|37.3211820369073
"VA153"|14530|"Prince William County, Virginia"|"Raleigh, NC"|228900|-77.7157676522803|38.5008255875869|-77.2175467963765|38.9428280886385
"VA155"|14531|"Pulaski County, Virginia"|"Morgantown, WV"|188300|-80.9208836473607|36.8789636474148|-80.5146767400618|37.2450728752712
"VA157"|14532|"Rappahannock County, Virginia"|"Raleigh, NC"|171000|-78.338273713605|38.5207753289977|-77.9355324756273|38.8620271735913
"VA159"|10881|"Richmond County, Virginia"|"Raleigh, NC"|131700|-76.9378371878809|37.7783789564329|-76.507812692178|38.124182168439
"VA161"|14533|"Roanoke County and the Cities of Roanoke and Salem, Virginia"|"Morgantown, WV"|194484|-80.2620750118263|37.1083400428407|-79.8395954199948|37.4149563484235
"VA163"|14534|"Rockbridge County, Virginia"|"Morgantown, WV"|368618|-79.6838648086524|37.554262463817|-79.1438430882873|38.0861117955334
"VA165"|14535|"Rockingham County, Virginia"|"Morgantown, WV"|553600|-79.2243827756564|38.2065467275943|-78.4860286036112|38.8501659065154
"VA167"|14536|"Russell County, Virginia"|"Morgantown, WV"|306900|-82.4068790513017|36.7092588366882|-81.780279099164|37.1427074652893
"VA169"|16658|"Scott County, Virginia"|"Morgantown, WV"|308600|-82.9850225208353|36.5935893591831|-82.2938745109727|36.885711688491
"VA171"|14538|"Shenandoah County, Virginia"|"Morgantown, WV"|327900|-78.8691459461127|38.6046956193374|-78.3004383112919|39.1028481917982
"VA173"|14539|"Smyth County, Virginia"|"Morgantown, WV"|217700|-81.8367153657969|36.6374695204205|-81.2693449257463|37.0081090000061
"VA175"|10882|"Southampton County, Virginia"|"Raleigh, NC"|390800|-77.5019704164837|36.5439152166989|-76.8149525118012|36.996199987331
"VA177"|10883|"Spotsylvania County, Virginia"|"Raleigh, NC"|266200|-77.9546982068211|37.9917512214844|-77.3672601926596|38.3779981393115
"VA179"|10884|"Stafford and King George Counties, Virginia"|"Raleigh, NC"|298000|-77.6352476833996|38.1412046382261|-76.9973445426113|38.5925123944379
"VA181"|10885|"Surry County, Virginia"|"Raleigh, NC"|198500|-77.1571259078539|36.9441957928759|-76.6414814306392|37.2482073345711
"VA183"|10886|"Sussex County, Virginia"|"Raleigh, NC"|315600|-77.619120140447|36.7076773479751|-76.9534122178603|37.1113294715083
"VA185"|14540|"Tazewell County, Virginia"|"Morgantown, WV"|325100|-81.9018140671585|36.9330074560344|-81.2249030632241|37.3381190375815
"VA187"|14541|"Warren County, Virginia"|"Morgantown, WV"|139000|-78.3945332481529|38.7570689497426|-78.0042358272486|39.0365130173694
"VA191"|14542|"Washington County Area and the City of Bristol, Virginia"|"Morgantown, WV"|349000|-82.3320232551264|36.5943779650053|-81.6082805198575|36.9289836883673
"VA193"|10887|"Westmoreland County, Virginia"|"Raleigh, NC"|158600|-77.0647474675536|37.9652751643849|-76.5160774314863|38.2780591956294
"VA195"|14543|"Wise County, Virginia"|"Morgantown, WV"|228900|-82.8786395542618|36.8055178503908|-82.2986091334103|37.2030018377739
"VA197"|14544|"Wythe County, Virginia"|"Morgantown, WV"|240600|-81.3533691689933|36.78382867336|-80.7403807520029|37.0593296714235
"VA510"|10888|"Alexandria City, Virginia"|"Raleigh, NC"|9800|-77.1443836605031|38.7846219929008|-77.0361313409234|38.8447816098522
"VA515"|20002|"Bedford City, Virginia"|"Raleigh, NC"|4300|-79.5571625655664|37.3156867800075|-79.487209859441|37.3562013921146
"VA540"|26815|"Charlottesville City, Virginia"|"Raleigh, NC"|6700|-78.5238348337497|38.0096916534473|-78.4522986164865|38.070603296901
"VA550"|10891|"Chesapeake City, Virginia"|"Raleigh, NC"|230600|-76.4914119175867|36.5502809552762|-76.0651514231124|36.8666430691305
"VA600"|10892|"Fairfax City, Virginia"|"Raleigh, NC"|3800|-77.3349104289336|38.8328541491335|-77.2684813061256|38.8719267372884
"VA606"|20305|"Jefferson National Forest, Virginia"|"Morgantown, WV"|678279|-82.9766703614102|36.612074912182|-79.3771559457826|37.8188577637244
"VA610"|10893|"Falls Church City, Virginia"|"Raleigh, NC"|1300|-77.1943212188907|38.8726796051521|-77.1488423350578|38.8962543829037
"VA630"|20315|"Fredericksburg City, Virginia"|"Raleigh, NC"|3900|-77.5010862149343|38.2696098825569|-77.4479378867442|38.3203066643008
"VA631"|10895|"Campbell County and the City of Lynchburg, Virginia"|"Raleigh, NC"|355500|-79.442985731691|37.0222356241076|-78.8244468257068|37.4693412006395
"VA653"|20889|"Dinwiddie County Area, Virginia"|"Raleigh, NC"|344400|-77.9004474385807|36.8739044400392|-77.3296138090971|37.2984955684101
"VA695"|10896|"James City and York Counties and the City of Williamsburg, Virginia"|"Raleigh, NC"|201400|-76.9159265096893|37.092003336203|-76.3492559945974|37.4669348415629
"VA715"|10897|"Tidewater Cities Area, Virginia"|"Raleigh, NC"|203500|-76.6461087444871|36.7861056989041|-76.1755223662983|37.2207515790322
"VA760"|11128|"City of Richmond, Virginia"|"Raleigh, NC"|39900|-77.601293705364|37.4466891639134|-77.3854457044742|37.6028044987036
"VA790"|14549|"Staunton City, Virginia"|"Morgantown, WV"|5500|-79.1120672985262|38.1266497231936|-79.0393993572759|38.1818019906608
"VA800"|10898|"City of Suffolk, Virginia"|"Raleigh, NC"|274900|-76.9309240457963|36.5505034071414|-76.3974599881428|36.9415332132292
"VA810"|10899|"City of Virginia Beach, Virginia"|"Raleigh, NC"|196600|-76.2281005496242|36.5504239667736|-75.8675903885954|36.9321171616314
"VA820"|14550|"Waynesboro City, Virginia"|"Morgantown, WV"|4900|-78.9268392358282|38.0478506000388|-78.8556203583677|38.0960380062966
"VA840"|14551|"Winchester City, Virginia"|"Morgantown, WV"|6000|-78.2007016883606|39.1310420767988|-78.1370696074838|39.2048999067828
"VA850"|10900|"Blue Ridge Parkway - Bedford County, Virginia Peaks of Otter Area"|"Morgantown, WV"|5722|-79.8589718748296|37.3189236887896|-79.3678694634205|37.5735544283026
"VT001"|12308|"Addison County, Vermont"|"Amherst, MA"|516700|-73.4379807686662|43.7530362154609|-72.742204747287|44.3037599204885
"VT003"|12309|"Bennington County, Vermont"|"Amherst, MA"|433500|-73.2909315379181|42.7393006163109|-72.8196208238732|43.3143013161913
"VT005"|12310|"Caledonia County, Vermont"|"Amherst, MA"|421200|-72.4335088861845|44.1568900314079|-71.8370676895534|44.7693784775204
"VT007"|12311|"Chittenden County, Vermont"|"Amherst, MA"|397300|-73.3615617888998|44.1614202531169|-72.8035739127502|44.7229507252486
"VT009"|12312|"Essex County, Vermont"|"Amherst, MA"|431200|-71.9748129284011|44.3505244535204|-71.465316074821|45.0136506790399
"VT011"|12313|"Franklin County, Vermont"|"Amherst, MA"|443400|-73.2424865968559|44.6333057569933|-72.533281087534|45.0167251146898
"VT013"|12314|"Grand Isle County, Vermont"|"Amherst, MA"|124400|-73.3901637072865|44.5636541219458|-73.1912744980354|45.0134948845083
"VT015"|12315|"Lamoille County, Vermont"|"Amherst, MA"|296600|-72.9272777863799|44.3984233257672|-72.3683871789078|44.8008665905803
"VT017"|12316|"Orange County, Vermont"|"Amherst, MA"|442800|-72.7917776839173|43.7716898491651|-72.0306057037522|44.2207911497694
"VT019"|12317|"Orleans County, Vermont"|"Amherst, MA"|460100|-72.5790727799849|44.5425034272826|-71.8779110543048|45.0089782358981
"VT021"|12318|"Rutland County, Vermont"|"Amherst, MA"|604500|-73.431113776904|43.290559411664|-72.6999434874809|43.8582011467466
"VT023"|12319|"Washington County, Vermont"|"Amherst, MA"|444800|-72.9522057102448|44.0130394182101|-72.2171658390211|44.505741056238
"VT025"|12320|"Windham County, Vermont"|"Amherst, MA"|511100|-73.008275389309|42.7269545884733|-72.4324706152439|43.2628560460406
"VT027"|12321|"Windsor County, Vermont"|"Amherst, MA"|625300|-72.9802423304159|43.2225880375137|-72.2052928276704|43.9622512710143
"WA001"|10450|"Adams County, Washington"|"Portland, OR"|1234800|-119.369568407721|46.735450153994|-117.959291937687|47.261718048732
"WA011"|10451|"Clark County, Washington"|"Portland, OR"|404544|-122.796015732429|45.5438616934366|-122.244811947194|46.0596528981176
"WA015"|10452|"Cowlitz County, Washington"|"Portland, OR"|738071|-123.21836294359|45.8506068338641|-122.239889698842|46.3880541404431
"WA017"|10454|"Douglas County, Washington"|"Portland, OR"|1182950|-120.318296460183|47.2201361507313|-118.951006022934|48.1513422488904
"WA021"|10456|"Franklin County, Washington"|"Portland, OR"|806347|-119.457784420253|46.192696512498|-118.19819813441|46.7391199742852
"WA025"|10457|"Grant County, Washington"|"Portland, OR"|1721404|-120.042681393256|46.6252595193801|-118.973853232594|47.9622053497336
"WA029"|17555|"Island County, Washington"|"Portland, OR"|135412|-122.847536190338|47.90477183846|-122.348994974724|48.4115310068841
"WA043"|10459|"Lincoln County, Washington"|"Portland, OR"|1484870|-118.979883689568|47.2601893051053|-117.819485435755|47.957869239174
"WA055"|15669|"San Juan County, Washington"|"Portland, OR"|114882|-123.237925187163|48.4146416756551|-122.741830396004|48.7896259182555
"WA063"|10462|"Spokane County, Washington"|"Portland, OR"|1139469|-117.823803669786|47.259283643118|-117.039607860035|48.0478538147481
"WA065"|11246|"Stevens County, Washington"|"Bozeman, MT"|1586769|-118.401764587521|47.7919781957169|-117.429995060925|49.0008828582277
"WA075"|10465|"Whitman County, Washington"|"Portland, OR"|1388964|-118.249348063519|46.4170117235294|-117.039480037881|47.2604420949094
"WA603"|10466|"Asotin County Area, Washington (Asotin and Garfield Counties)"|"Portland, OR"|340175|-117.542128804432|45.9954248325496|-116.916112882367|46.4626682809023
"WA605"|10467|"Benton County Area, Washington"|"Portland, OR"|813825|-119.876696593194|45.8362666545381|-118.940952322171|46.6068756591792
"WA607"|10468|"Chelan County Area, Washington (Parts of Chelan and Kittitas Counties)"|"Portland, OR"|294290|-120.822653029285|47.2189140385937|-119.859875932452|47.9609123951124
"WA608"|10469|"Cashmere Mountain Area, Washington, Parts of Chelan and Okanogan Counties"|"Portland, OR"|1532289|-121.181024600277|47.2609583320043|-119.926824569315|48.4341537806998
"WA609"|10470|"Clallam County Area, Washington"|"Portland, OR"|562311|-124.690062435154|47.8811140324535|-122.914559858483|48.3544681588255
"WA613"|10471|"Columbia County Area, Washington"|"Portland, OR"|399591|-118.242686089289|46.0629465852146|-117.611893191073|46.6246009052922
"WA619"|10472|"North Ferry Area, Washington"|"Bozeman, MT"|859504|-118.870002105335|48.4813361941138|-118.104461241228|49.000245405896
"WA623"|10473|"Garfield County Area, Washington"|"Portland, OR"|364076|-117.863363787058|46.2645864187302|-117.22903208291|46.7031878138457
"WA627"|10474|"Grays Harbor County Area, Pacific and Wahkiakum Counties, Washington"|"Portland, OR"|1701352|-124.220698663291|46.1423359153009|-123.1583732874|47.3458835633126
"WA631"|10475|"Jefferson County Area, Washington"|"Portland, OR"|439482|-124.612537448814|47.5336591534019|-122.609809499431|48.143524803767
"WA632"|10476|"Olympic National Forest Area, Washington (Parts of Clallam, Grays Harbor, Jefferson, and Mason Counties)"|"Portland, OR"|690075|-124.352643276551|47.2992012487717|-122.883302556863|48.1653956973688
"WA633"|17796|"King County Area, Washington"|"Portland, OR"|414219|-122.528428782612|47.1550774477508|-121.88331199357|47.7769701111239
"WA634"|10478|"Snoqualmie Pass Area, Washington (Parts of King and Pierce Counties)"|"Portland, OR"|1187130|-122.235111596291|46.739099201392|-121.065927418757|47.780419016381
"WA635"|10479|"Kitsap County Area, Washington"|"Portland, OR"|245514|-123.023252239798|47.403186261685|-122.470395587541|47.9409393950265
"WA637"|10480|"Kittitas County Area, Washington"|"Portland, OR"|1236263|-121.466003379003|46.7372546018918|-119.963183012341|47.5979334330185
"WA639"|10481|"Klickitat County Area, Washington"|"Portland, OR"|1013863|-121.612652102747|45.606075988193|-119.865911650791|46.0445842766153
"WA641"|10482|"Lewis County Area, Washington"|"Portland, OR"|1182672|-123.372641877497|46.3837612443055|-121.613129456388|46.7944471709489
"WA645"|10483|"Mason County, Washington"|"Portland, OR"|456153|-123.505719839318|47.0821791935675|-122.800189966517|47.6070026139938
"WA648"|10485|"Colville Indian Reservation (Parts of Ferry and Okanogan Counties), Washington"|"Bozeman, MT"|1361232|-119.739058557262|47.8302889942964|-118.140582800706|48.4820820476517
"WA649"|18788|"Okanogan County Area, Washington"|"Portland, OR"|1225141|-120.430684338085|47.9604725333084|-118.836743102888|49.0001557826959
"WA651"|11247|"Pend Oreille County Area, Washington"|"Bozeman, MT"|733194|-117.629682147553|48.045417912347|-117.032230996341|49.000509377313
"WA653"|10486|"Pierce County Area, Washington"|"Portland, OR"|401650|-122.841166020558|46.7651916345084|-121.993186602818|47.4036568053974
"WA657"|10487|"Skagit County Area, Washington"|"Portland, OR"|632000|-122.740793033017|48.2959810504662|-121.307614994666|48.6457702330244
"WA659"|17741|"Skamania County Area, Washington"|"Portland, OR"|402285|-122.249799136814|45.548650950591|-121.514595951877|46.3881481208059
"WA661"|10489|"Snohomish County Area, Washington"|"Portland, OR"|624640|-122.404495159401|47.7754454703311|-121.475960006661|48.2991773972177
"WA667"|20829|"Thurston County Area, Washington"|"Portland, OR"|454100|-123.202160527278|46.7620012909914|-122.202958941388|47.1865460272094
"WA671"|10464|"Walla Walla County Area, Washington"|"Portland, OR"|806516|-119.041550809338|46.0000117947139|-117.99161828088|46.6067058278494
"WA673"|10490|"Whatcom County Area, Washington"|"Portland, OR"|484539|-123.090825015678|48.6321313217158|-121.895195680124|49.0024938479706
"WA676"|10491|"Yakama Nation Closed Area, Washington, Parts of Klickitat and Yakima Counties"|"Portland, OR"|1130549|-121.512852029556|45.8861000649967|-120.035377945833|46.5418052949374
"WA677"|10492|"Yakima County Area, Washington"|"Portland, OR"|892136|-121.333618429069|46.0403212271061|-119.865494081808|46.9121668199567
"WA678"|10493|"Yakama Nation Irrigated Area, Washington, Part of Yakima County"|"Portland, OR"|220640|-120.859721380547|46.1789011308066|-119.999514633666|46.5538640030139
"WA680"|10495|"Wenatchee National Forest, Naches Area, Washington, Parts of Kittitas and Yakima Counties"|"Portland, OR"|520655|-121.5226793838|46.4608266303333|-120.89758992959|47.141727984286
"WA681"|10496|"Yakima Training Center, Parts of Kittitas and Yakima Counties, Washington"|"Portland, OR"|325616|-120.466731270486|46.5484135401607|-119.912882636927|46.9562496346784
"WA706"|10497|"Hanford Atomic Energy Reservation, Washington"|"Portland, OR"|326200|-119.874808032962|46.3304760291189|-119.258212224627|46.7270279403666
"WA710"|10498|"Makah Indian Reservation, Washington"|"Portland, OR"|31000|-124.746705164445|48.1652719704714|-124.547131188743|48.3951396811287
"WA714"|10499|"Umatilla National Forest, Washington"|"Portland, OR"|330211|-118.054213737462|45.9984134566138|-117.250406278034|46.2948096971986
"WA728"|10500|"Quinault Indian Reservation, Washington"|"Portland, OR"|219113|-124.361888741225|47.2443842100139|-123.831170640202|47.5627438302001
